,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
13676,232997,Lee Han Do,CB,450000,1,1000,185,80,GwangJu FC,Korea Republic,No,34,47,58,60.66666667,43.8,47,61.6,56.6,60.66666667,49.66666667
13678,233211,N. Klinger,GK,475000,1,7000,187,84,VfL Wolfsburg,Germany,No,,,,9,12.4,11,42.8,45,9,21.5
13683,233728,M. Doucour?,CBCDM,825000,1,4000,183,78,Borussia M?nchengladbach,France,Yes,31,49,53,63.33333333,41,43.8,62.8,52.2,63.33333333,47.83333333
13685,233772,Lee Dong Su,CMCDMLB,450000,1,1000,185,72,Jeju United FC,Korea Republic,No,45,56,60,59.33333333,43.4,52.8,58,64.2,59.33333333,56.5
13689,234096,B. Hvidt,CMCDM,900000,1,2000,185,78,Aarhus GF,Denmark,No,54,58,62,63,53.2,56.4,51.4,62.2,63,60.16666667
13690,234205,H. Ito,CBCDM,825000,1,4000,186,78,VfB Stuttgart,Japan,No,51,59,59,62.66666667,50.4,52.8,62.2,63,62.66666667,56
13695,234490,M. Kaalund,CM,525000,1,2000,183,75,Silkeborg IF,Denmark,No,56,59,63,54,55.4,56.2,64.2,65.8,54,55
13697,234658,O. Hedvall,GK,775000,1,1000,195,89,Silkeborg IF,Denmark,No,,,,15,20.2,20.4,37.4,38.6,15,27.33333333
13701,234897,J. Arak,ST,525000,1,2000,183,78,Rak?w Cz?stochowa,Poland,No,56,58,59,32,57.4,50.2,68.2,63.6,32,56.83333333
13706,235493,T. Abdullah,RBCDM,475000,1,4000,170,64,Al Taawoun,Saudi Arabia,No,28,50,55,63.66666667,37.8,43.4,66.8,50.2,63.66666667,51.83333333
13707,235548,M. Cabit,LB,350000,1,3000,180,75,FC Metz,France,No,38,58,61,61.66666667,48.4,53.2,64,52.8,61.66666667,53.16666667
13713,236027,J. Brown,RWBRB,750000,1,1000,178,79,St. Johnstone FC,England,No,30,49,59,59.66666667,41.8,45.6,65.2,56.8,59.66666667,48.66666667
13717,236325,J. Vokins,LBLWB,950000,1,6000,180,70,Ross County FC,England,Yes,45,51,62,59,45.2,49,65.4,62,59,54.83333333
13720,236445,J. Kabongo,CB,750000,1,2000,194,88,Randers FC,Denmark,No,29,45,48,61.66666667,41.2,40.8,51.4,56.2,61.66666667,44.83333333
13721,236459,M. Wasielewski,RWBRBLWB,375000,1,2000,172,73,Bruk-Bet Termalica Nieciecza,Poland,No,34,54,58,56.66666667,44.8,52.2,71.8,52.8,56.66666667,51
13724,236585,You Ju An,STRW,650000,1,1000,177,70,Suwon Samsung Bluewings,Korea Republic,No,59,57,64,35,59.2,54,70.8,60.8,35,56.33333333
13727,236677,I. Tapia,CBRBLB,925000,1,1000,188,72,CD Huachipato,Chile,No,31,38,39,60.66666667,39.8,34.2,50.8,55.2,60.66666667,46.33333333
13729,236885,B. Vazquez,ST,650000,1,2000,188,79,FC Cincinnati,United States,No,60,48,57,13.33333333,54.4,45.2,62,61.6,13.33333333,53
13730,237101,Lee Seung Mo,CAMST,875000,1,1000,185,70,Pohang Steelers,Korea Republic,No,48,59,64,56,47.4,58.6,65.2,65.6,56,56.16666667
13731,237181,Y. Severin,CBLB,525000,1,3000,188,79,Servette FC,France,No,27,49,50,63.33333333,43.4,41.4,58.2,52.4,63.33333333,43.16666667
13732,237220,C. Odoi-Atsem,RBLB,450000,1,1000,178,68,D.C. United,United States,No,42,56,60,60.66666667,47.8,54.8,69.4,56.6,60.66666667,48.83333333
13733,237250,S. Cleveland,GK,400000,1,1000,188,84,Seattle Sounders FC,United States,No,,,,16.33333333,21.2,22.8,45.8,45,16.33333333,27.16666667
13735,237382,F. Melegoni,CM,900000,1,7000,186,74,Genoa,Italy,No,53,65,63,57.66666667,55,61.8,61.8,52.2,57.66666667,57.16666667
13736,237426,H. Nakabayashi,GK,45000,1,1000,182,73,Yokohama F. Marinos,Japan,No,,,,18.66666667,11.6,19.4,33,41.2,18.66666667,26.33333333
13737,237624,N. Kawaguchi,RBCB,425000,1,2000,177,72,Kashiwa Reysol,Japan,No,25,38,50,64.33333333,37.8,36,61.8,50.8,64.33333333,41.16666667
13738,237779,T. Yamashita,CB,190000,1,2000,182,73,Kashiwa Reysol,Japan,No,29,46,48,62,44.8,39.2,56.2,58.4,62,40.33333333
13741,237838,L. Banks,RBLB,550000,1,500,183,72,Sligo Rovers,England,No,36,54,60,60,46,53.8,66.4,55.6,60,53.16666667
13742,237923,A. Dom?nguez,ST,800000,1,3000,186,82,Gimnasia y Esgrima La Plata,Argentina,No,61,49,53,24,56,47.4,58.2,69,24,50.83333333
13745,237999,Yeo Bong Hun,CM,450000,1,1000,178,70,GwangJu FC,Korea Republic,No,57,58,62,54,49.8,57.4,65.2,65.8,54,54.5
13746,238009,M. Frese,LWBLMRM,550000,1,2000,179,75,FC Nordsj?lland,Denmark,No,56,57,66,55,54.8,55.8,71.2,63.4,55,54.66666667
13747,238044,S. Al Khayri,RB,450000,1,5000,173,76,Ettifaq FC,Saudi Arabia,No,29,46,55,56,43.2,40.2,69.8,56.4,56,46.83333333
13748,238046,D. Camacho,RM,600000,1,500,178,71,La Equidad,Colombia,No,55,57,62,44.33333333,51,53.4,64.6,57.6,44.33333333,48.83333333
13749,238051,R. Vinderslev,CDMCM,575000,1,2000,185,76,S?nderjyskE,Denmark,No,41,53,58,56.66666667,43.6,49.8,58.4,62.6,56.66666667,55.33333333
13754,238913,M. Harzan,LMLWCAM,325000,1,4000,165,55,Al Tai,Saudi Arabia,No,47,57,67,39.66666667,51.2,53,74.6,50,39.66666667,53.66666667
13758,239074,S. Aw,LB,850000,1,2000,175,68,Gil Vicente FC,Senegal,No,30,49,59,59.33333333,42.8,51.6,68.6,53.4,59.33333333,48.5
13759,239145,E. Massouema,CMCDM,800000,1,3000,185,78,ESTAC Troyes,France,No,48,59,62,60,51.4,57.2,60.2,63.6,60,58.33333333
13760,239175,J. Eskesen,CMRW,800000,1,2000,175,68,S?nderjyskE,Denmark,No,50,60,67,55.33333333,48.4,55.2,73.6,57.4,55.33333333,56.83333333
13763,239383,F. Ayala,LB,275000,1,700,174,72,Club de Deportes Cobresal,Chile,No,32,44,38,66,41,35.6,57.8,58.6,66,47.33333333
13765,239423,Nuno da Silva,RMLM,425000,1,3000,170,65,Grasshopper Club Z?rich,Portugal,No,52,61,63,41,54.4,56.8,71,48.6,41,52.33333333
13766,239477,A. Damlu,GK,775000,1,1000,191,86,Yeni Malatyaspor,Turkey,No,,,,14.66666667,10,12.8,36.8,35.4,14.66666667,19.33333333
13769,239559,J. de Lange,GK,775000,1,1000,188,78,FC Twente,Netherlands,No,,,,11.66666667,12.8,15,34.6,34,11.66666667,20.5
13771,239730,M. Karwot,CDM,375000,1,950,187,80,Radomiak Radom,Germany,No,48,58,55,59,45,58.4,64.2,65.2,59,55
13772,239742,J. Klinsmann,GK,500000,1,1000,194,84,LA Galaxy,United States,No,,,,11.66666667,15.6,16.2,36.6,44,11.66666667,19.5
13773,239746,L. Watkowiak,GK,475000,1,2000,197,105,FC St. Gallen 1879,Germany,No,,,,11,11.4,15.2,26.8,37.4,11,18.66666667
13774,239779,D. Kurminowski,ST,900000,1,3000,182,73,Aarhus GF,Poland,No,60,42,57,15.66666667,52.4,44.2,65.2,62.6,15.66666667,48.33333333
13777,239826,O. Gaines,RMLMRW,625000,1,1000,181,74,Austin FC,United States,No,55,53,63,25,52.6,52,72.4,55.8,25,42.83333333
13780,240054,S. Alami,CAMRMLM,400000,1,2000,169,70,Rapid Bucure?ti,Morocco,No,56,61,68,31.66666667,54,64.2,72,54.4,31.66666667,56
13782,240175,Bruno Jord?o,CM,900000,1,10000,180,73,Wolverhampton Wanderers,Portugal,Yes,55,60,68,47.33333333,54.8,58,64.8,59,47.33333333,57.16666667
13783,240278,S. Szota,CB,825000,1,1000,186,80,Wis?a Krak?w,Poland,No,27,43,46,59.33333333,42.6,35.4,69.4,58.8,59.33333333,43.16666667
13785,240286,J. Garc?a,GK,775000,1,2000,186,72,Santos Laguna,Mexico,No,,,,14.66666667,13.4,14,33.4,38.6,14.66666667,17.83333333
13789,240532,F. Rohner,RMRBLM,900000,1,3000,178,68,FC Z?rich,Switzerland,No,53,54,63,51,48.6,51.8,74.8,50.8,51,49.16666667
13791,240600,A. Al Asmari,CMCDM,600000,1,6000,185,74,Al Ahli,Saudi Arabia,No,57,58,63,57.66666667,54,57.6,63.4,66.6,57.66666667,56.83333333
13793,240704,Guo Quanbo,GK,675000,1,2000,183,87,Beijing Guoan FC,China,No,,,,16,26.8,35.6,55.8,44.6,16,38.66666667
13794,240738,R. Muhammed,ST,475000,1,1000,184,82,Sarpsborg 08 FF,France,No,57,51,64,30.33333333,53,54.2,76.6,66.4,30.33333333,50
13797,240791,Marcos Lav?n,GK,475000,1,750,190,79,FC Voluntari,Spain,No,,,,16,13.4,15,36.6,35.6,16,22.33333333
13799,240951,Boubacar Hanne,RWLWCAM,975000,1,2000,175,68,Gil Vicente FC,Portugal,No,50,50,67,31.33333333,46.8,50.8,75.4,58.2,31.33333333,51.33333333
13801,241027,B. Galv?n,LMLWBRM,950000,1,1000,166,64,Colorado Rapids,Argentina,No,55,58,62,40,55.4,59.4,72.4,59.6,40,51.83333333
13802,241038,K. Bennetts,RMLW,900000,1,4000,179,78,Borussia M?nchengladbach,England,No,57,58,65,41.33333333,53.2,65,68.8,54.8,41.33333333,52.33333333
13804,241138,A. Ammitzb?ll,ST,900000,1,3000,187,79,Aarhus GF,Denmark,No,58,43,61,24.33333333,50,43.8,69.6,62.4,24.33333333,46.5
13805,241214,M. Okazaki,CBRB,750000,1,2000,181,77,FC Tokyo,Japan,No,24,47,52,63.33333333,41.8,41,63.6,51,63.33333333,42.33333333
13810,241809,T. Al Ammar,CMCAMRM,975000,1,5000,173,70,Al Shabab,Saudi Arabia,No,53,62,66,46.66666667,51.8,55.2,73.6,60.2,46.66666667,51.66666667
13811,241878,D. Mercado,CDMCM,750000,1,2000,169,71,Club Atl?tico Hurac?n,Argentina,No,48,57,61,60,50.4,54.4,63.6,57.4,60,54.5
13813,242060,A. Ashraf,RMLM,400000,1,3000,178,76,Al Faisaly,Saudi Arabia,No,51,56,66,38.33333333,53.6,57,70,54.4,38.33333333,44.33333333
13822,242302,B. Servania,CDMCMRWB,750000,1,1000,178,73,FC Dallas,United States,No,50,59,64,57.66666667,52.4,59.2,66,59.2,57.66666667,55.83333333
13825,242399,O. Mac?as,CMCDM,800000,1,7000,177,72,F?tbol Club Ju?rez,Mexico,No,54,62,65,57.66666667,50,64.6,69,63.4,57.66666667,54
13826,242506,A. Majrashi,RB,950000,1,4000,173,64,Al Shabab,Saudi Arabia,No,45,48,62,51.33333333,48.6,45,76,66.2,51.33333333,50.33333333
13828,242564,D. Tomii,GK,210000,1,750,182,74,Shonan Bellmare,Japan,No,,,,11,11.6,13.4,42.2,37.2,11,15.33333333
13829,242584,Y. Akiyama,LBLM,450000,1,1000,172,70,Vegalta Sendai,Japan,No,51,59,64,57,53.2,59,67.6,56.8,57,54.5
13830,242611,K. Kristinsson,ST,900000,1,3000,190,71,S?nderjyskE,Iceland,No,61,58,65,39.33333333,58.4,58.8,61.4,59.8,39.33333333,49.66666667
13834,242707,G. Lillard,CB,450000,1,1000,193,88,Columbus Crew,United States,No,27,42,38,61.33333333,39,36.2,41.8,55.8,61.33333333,44.16666667
13836,242734,W. Omsberg,CB,500000,1,1000,193,82,Chicago Fire Football Club,United States,No,24,40,34,60.66666667,38.2,33.6,40.8,52.8,60.66666667,43.83333333
13837,242850,S. Asta,RB,925000,1,3000,178,75,SpVgg Greuther F?rth,Germany,No,31,47,61,61.66666667,43.8,48.6,64.8,48.8,61.66666667,47.5
13838,242926,Park Jeong Soo,CDMCM,140000,1,1000,182,73,GwangJu FC,Korea Republic,No,51,57,57,56.66666667,49.2,49.6,56.4,65.4,56.66666667,51.16666667
13840,242980,M. Shabani,CAMCMST,900000,1,10000,185,78,Wolverhampton Wanderers,Germany,No,54,62,65,35,53.6,59.2,62.4,57,35,50.5
13841,243034,Alfon,STLM,900000,1,4000,172,60,RC Celta de Vigo,Spain,No,63,51,67,25,55.8,52.4,71.6,57.8,25,51.83333333
13842,243052,H. L?fkvist,CB,450000,1,850,186,76,Kalmar FF,Sweden,No,34,55,61,58,45.6,48.4,64,61.6,58,55
13843,243126,P. Marie,RBLB,475000,1,1000,173,69,San Jose Earthquakes,France,No,45,50,61,60,43,47.4,68.2,61,60,49
13844,243133,J. Scally,RBLB,975000,1,1000,184,80,Borussia M?nchengladbach,United States,No,31,56,63,55.33333333,42.4,52.6,74.8,53.4,55.33333333,52.83333333
13847,243223,N. Madsen,CMCDM,900000,1,4000,193,76,SC Heerenveen,Denmark,No,49,61,63,58,53.2,58.2,61.6,56.8,58,53.66666667
13848,243284,F. Winther,CB,825000,1,3000,186,78,FC Augsburg,Denmark,No,31,50,58,61.66666667,42.6,49,57.8,54.6,61.66666667,44
13849,243422,Doo Hyun Seok,LWLM,525000,1,1000,169,65,GwangJu FC,Korea Republic,No,58,51,65,14.66666667,52.8,50.8,77.6,59.8,14.66666667,47.16666667
13850,243469,C. Parano,LM,900000,1,2000,178,68,FC Pa?os de Ferreira,Argentina,No,53,59,66,38.66666667,53.2,56,66.8,51.2,38.66666667,49.66666667
13852,243502,J. Bursztyn,GK,450000,1,1000,186,85,Pogo? Szczecin,Poland,No,,,,13,12.2,13.2,36,38.2,13,22.16666667
13854,243690,W. D?ugosz,RM,900000,1,1000,182,64,Rak?w Cz?stochowa,Poland,No,52,57,60,51.66666667,50.6,55.2,72.6,56.6,51.66666667,54.33333333
13860,243924,M. Drammeh,CDMCB,850000,1,2000,188,75,Vejle Boldklub,France,No,33,56,55,59.66666667,45.8,50.8,52.4,58.6,59.66666667,49.66666667
13866,244108,Hong Hyeon Seok,CM,800000,1,4000,177,68,LASK Linz,Korea Republic,No,51,63,64,59.66666667,52.2,63.2,67.6,65.4,59.66666667,56.33333333
13869,244256,D. Bielica,GK,500000,1,1000,191,80,G?rnik Zabrze,Poland,No,,,,15.66666667,13.2,15,38.6,37.8,15.66666667,24.5
13875,244533,D. G?ska,CAMCFRM,575000,1,900,176,65,G?rnik ??czna,Poland,No,53,60,65,50,50,56.4,69,59.2,50,54.33333333
13881,244891,M. ?yro,CB,575000,1,700,188,83,PGE FKS Stal Mielec,Poland,No,34,38,40,61,41.4,33.6,59.6,57.2,61,42.83333333
13884,245026,B. Lederman,CM,900000,1,1000,182,75,Rak?w Cz?stochowa,United States,No,57,61,66,46.66666667,55.4,61.6,72.8,64.8,46.66666667,56.33333333
13885,245039,Duan Liuyu,CAMRM,900000,1,3000,176,73,Shandong Taishan,China,No,54,63,62,33,56.2,58.4,66.4,57,33,57.83333333
13886,245041,Zhu Chenjie,CB,900000,1,2000,185,78,Shanghai Shenhua FC,China,No,36,47,54,60,42.8,45.2,68.4,60.8,60,51.83333333
13887,245056,K. Bucker,GK,425000,1,1000,198,86,Heracles Almelo,Netherlands,No,,,,11,10.6,13,36,32,11,20
13888,245076,L. Racic,CB,825000,1,6000,187,74,Brentford,Denmark,No,26,39,51,61.66666667,37.8,37,58.4,51.8,61.66666667,42.83333333
13889,245122,T. Prica,STRM,950000,1,2000,183,75,Aalborg BK,Sweden,No,64,53,63,15.66666667,55.2,54.2,66.4,68.8,15.66666667,54.83333333
13890,245126,M. Grabowski,LWBLB,850000,1,1000,177,65,Bruk-Bet Termalica Nieciecza,Poland,No,32,51,60,59.33333333,43,47.8,70,49.6,59.33333333,49.83333333
13891,245153,N. Wood,CB,975000,1,2000,188,75,Hibernian,England,No,24,39,46,63,36.6,35.8,63,50.2,63,46.16666667
13895,245494,A. Al Meqran,CAMLWCF,800000,1,3000,179,71,Al Raed,Saudi Arabia,No,59,57,65,28,55.4,58,67.6,61.2,28,50.66666667
13896,245499,A. Hindi,CBLB,550000,1,5000,184,65,Al Ahli,Saudi Arabia,No,22,42,50,62,38.6,37.2,63.6,52.8,62,44.33333333
13897,245510,A. Hassoun,RB,550000,1,5000,178,70,Al Ahli,Saudi Arabia,No,40,51,57,56.66666667,48.2,45.8,69.4,58.4,56.66666667,51.5
13898,245615,H. Yamada,STRW,900000,1,1000,183,76,Cerezo Osaka,Japan,No,59,56,58,22.33333333,61.8,46.8,64.2,63,22.33333333,48
13899,245622,S. Machino,ST,900000,1,850,185,77,Shonan Bellmare,Japan,No,62,54,55,19,59.2,48,60.6,66.4,19,52.66666667
13900,245648,Y. Tolosa,LM,975000,1,500,170,68,Deportivo Cali,Colombia,No,47,60,64,31.33333333,47.8,58,67.2,50.4,31.33333333,46.83333333
13901,245725,D. Rosales,RB,850000,1,3000,170,70,Deportivo Toluca,Mexico,Yes,36,53,57,61.66666667,47.6,49.2,67.4,45.8,61.66666667,48.66666667
13902,245766,Y. Ohashi,ST,600000,1,950,180,74,Shonan Bellmare,Japan,No,61,49,62,32.33333333,57,50,58.4,66.6,32.33333333,51.33333333
13905,245903,H. White,CDMLBLM,975000,1,6000,178,70,Tottenham Hotspur,England,No,56,65,64,57.33333333,56.8,65.4,68.2,59.6,57.33333333,59.16666667
13906,245981,Kim Dong Hyun,CM,800000,1,1000,182,72,Gangwon FC,Korea Republic,No,47,57,61,52.66666667,46.2,52.4,66.6,62.4,52.66666667,56.66666667
13907,246002,L. Matheson,RWBRB,975000,1,3000,168,62,Wolverhampton Wanderers,England,No,36,53,61,55.33333333,44.4,48.8,72,53,55.33333333,50
13908,246078,C. Mamengi,CB,900000,1,2000,182,78,FC Utrecht,Netherlands,No,35,47,53,60,45,46.4,65.8,59.2,60,49.5
13910,246158,M. Hermansen,GK,750000,1,1000,185,81,Br?ndby IF,Denmark,No,,,,12,16.4,21.8,41.8,40,12,21.83333333
13912,246442,N. Fukumori,CB,375000,1,1000,183,79,Vegalta Sendai,Japan,No,42,47,48,60.66666667,47.6,42,59.4,62.2,60.66666667,45.66666667
13913,246549,M. Siby,CDMCM,750000,1,3000,191,84,RC Strasbourg Alsace,France,No,41,53,54,58.66666667,47.6,50,54,65.8,58.66666667,49.5
13920,246825,T. Nakamura,RB,825000,1,1000,179,70,FC Tokyo,Japan,No,31,57,60,55.33333333,41.6,48,64,54.2,55.33333333,53.16666667
13922,246861,A. Riccardi,CMCAM,950000,1,6000,178,68,Roma,Italy,Yes,55,59,63,54,53.2,56.8,59.2,55.8,54,57.5
13923,246862,Ruan Teles,STRW,575000,1,2000,172,67,Campionii FC Arges,Brazil,No,62,59,67,30,59.2,61.4,74.8,57.8,30,50.5
13924,246863,F. Nmecha,CAMCM,1000000,1,7000,185,77,VfL Wolfsburg,England,Yes,54,61,63,43.33333333,55.2,58.2,67.6,60.2,43.33333333,55.66666667
13930,247032,K. Hod?i?,LWB,425000,1,750,179,71,Mj?llby AIF,Sweden,No,32,54,59,59.33333333,44.8,48.8,62.6,48.6,59.33333333,47
13931,247093,S. Pedroza,CDMCM,925000,1,600,176,69,Club Independiente Santa Fe,Colombia,No,43,61,63,55.66666667,46.8,58.8,70,56.6,55.66666667,55.66666667
13932,247236,Euclides Cabral,RBLB,850000,1,2000,178,68,FC St. Gallen 1879,Portugal,No,43,50,61,58.66666667,47,47.6,67.4,51,58.66666667,55.16666667
13934,247403,R. Cabrera,CB,250000,1,500,187,79,Club Atl?tico Nacional Potos?,Uruguay,No,35,37,37,63,42.2,34.8,43.8,58.6,63,42.83333333
13936,247741,A. Glennon,LB,850000,1,4000,181,72,Burnley,England,Yes,48,53,61,57,50.6,49.6,66.6,59.8,57,53.5
13941,247856,B. Nieto,RB,750000,1,750,176,70,CD Antofagasta,Chile,No,44,58,62,54.66666667,51.4,52.2,70.4,55.6,54.66666667,54.83333333
13946,248070,Relu,CDM,825000,1,4000,183,74,Levante Uni?n Deportiva,Spain,No,46,59,56,62.33333333,53.2,54,55.2,53.4,62.33333333,57
13951,248474,T. Anjorin,CAMCM,1000000,1,5000,186,74,FC Lokomotiv Moscow,England,No,57,60,62,47.33333333,54.8,57.2,62.2,60,47.33333333,52.33333333
13952,248478,D. Ramaj,GK,825000,1,1000,186,80,Eintracht Frankfurt,Germany,No,,,,9.333333333,11.8,14.8,31,38,9.333333333,19.16666667
13956,248858,T. Fayulu,GK,850000,1,2000,192,84,FC Sion,Switzerland,No,,,,10.66666667,12.6,14,31.4,31.4,10.66666667,18.5
13968,251151,S. Kavrazl?,STCAM,950000,1,3000,178,70,Trabzonspor,Turkey,No,63,50,61,16.33333333,58.2,52.2,63.6,60.6,16.33333333,46.5
13971,251293,L. Dehl,CAMCDM,850000,1,3000,179,76,1. FC Union Berlin,Germany,No,56,59,64,46,54,57.8,63,53.2,46,50.33333333
13975,251358,F. Bainovi?,CDM,475000,1,1000,178,76,G?rnik Zabrze,Serbia,No,43,57,55,58.66666667,45.8,55.2,58.2,61.4,58.66666667,54
13976,251359,P. Krawczyk,ST,500000,1,2000,187,78,G?rnik Zabrze,Poland,No,59,45,59,17.66666667,53.6,42.8,63,61,17.66666667,47
13977,251367,K. Skibicki,RMRB,1000000,1,1000,175,66,Legia Warszawa,Poland,No,51,58,60,50.66666667,51.6,54.2,73,48,50.66666667,52.66666667
13980,251494,B. Bida,LMRM,950000,1,1000,175,66,Jagiellonia Bia?ystok,Poland,No,62,54,60,16.33333333,54.8,46.4,75.2,56.6,16.33333333,49.83333333
13990,251816,F. Honda,LMCM,950000,1,750,170,64,Sagan Tosu,Japan,No,47,61,62,45.33333333,48.2,55.6,68,56.2,45.33333333,53
13991,251870,J. Cabal,LB,825000,1,500,185,77,Atl?tico Nacional,Colombia,No,30,45,58,59,45.4,42,67.6,48.8,59,46.16666667
13993,251902,F. ?ngel,CMCDM,950000,1,500,172,63,Junior FC,Colombia,No,57,57,61,65,51,55.2,59.6,54.2,65,53.83333333
13996,252080,R?ben Ramos,CDMRB,850000,1,2000,190,70,Moreirense FC,Portugal,No,42,53,56,61.66666667,47.6,51.6,55.6,59.8,61.66666667,51.16666667
13999,252219,D. Szel?gowski,CFRMST,925000,1,800,176,70,Rak?w Cz?stochowa,Poland,No,54,54,67,14,52.2,52.6,77.8,58.6,14,46.5
14000,252277,Park Dae Won,CBLB,825000,1,1000,178,76,Suwon Samsung Bluewings,Korea Republic,No,46,58,60,61.66666667,50.6,57,69.4,64.8,61.66666667,56.66666667
14001,252278,Kim Ju Kong,STLW,550000,1,1000,180,73,GwangJu FC,Korea Republic,No,60,55,64,32.66666667,57.8,58.4,67.6,61.8,32.66666667,53.33333333
14002,252285,A. M?ndez,CAM,950000,1,900,178,70,FC Vizela,United States,No,46,66,64,48.66666667,54.2,64.6,61.4,51,48.66666667,54.33333333
14006,252470,Matchoi Djal?,RWLW,925000,1,900,175,68,FC Pa?os de Ferreira,Portugal,No,51,57,65,32.33333333,53,59.6,76,50,32.33333333,50
14007,252471,A. Ibrahim,CDMCM,825000,1,2000,171,65,FC Pa?os de Ferreira,Nigeria,No,45,55,60,61,51.6,51.8,67.4,57.6,61,56.33333333
14008,252506,K. Smoli?ski,CM,950000,1,1000,174,62,Pogo? Szczecin,Poland,No,52,60,64,58.33333333,52.4,55,65.8,59.2,58.33333333,56.16666667
14009,252507,M. ?urawski,CAMCM,950000,1,1000,184,77,Pogo? Szczecin,Poland,No,52,60,62,49.66666667,51.8,56.2,69.4,61.4,49.66666667,54.33333333
14011,252697,J. Kadiri,ST,975000,1,850,182,78,Str?msgodset IF,Nigeria,No,62,38,54,15.33333333,49.4,41.2,70.2,67,15.33333333,44.33333333
14012,252715,R. Sila,STLW,575000,1,2000,185,78,FC Boto?ani,France,No,61,53,62,25,55.6,54.6,65.4,60.8,25,48.5
14014,252785,A. ?lvarez,RB,850000,1,1000,175,65,Godoy Cruz,Argentina,No,38,50,63,58.66666667,45.6,52,69.4,51.6,58.66666667,48.83333333
14016,252922,T?fol Montiel,CAM,975000,1,6000,178,64,Fiorentina,Spain,No,58,58,67,41.33333333,52,60.4,66,56.2,41.33333333,51
14017,253010,A. Sher,CM,925000,1,1000,175,65,Spezia,Sweden,No,45,58,68,48.66666667,44.8,56,71.8,56.2,48.66666667,59.83333333
14018,253095,R. Devine,LWBLBCB,1000000,1,8000,185,70,St. Johnstone FC,England,No,40,55,60,59.66666667,47.2,53,64.2,56,59.66666667,53.33333333
14019,253098,F. Hernandez,CM,875000,1,1000,170,61,Sporting Kansas City,United States,No,58,59,63,53.33333333,49.6,60,69.6,60.2,53.33333333,54.83333333
14022,253380,L. van der Gaag,CB,800000,1,700,190,67,Belenenses SAD,Netherlands,No,30,41,45,63,40.2,38,44,49.8,63,48
14023,253384,C. Iba?ez,LB,850000,1,2000,179,75,Club Atl?tico Hurac?n,Argentina,No,27,48,56,61,42,48,63.8,48.2,61,50.66666667
14025,253442,F. de Keijzer,GK,775000,1,1000,193,83,FC Utrecht,Netherlands,No,,,,11.66666667,12.8,13.2,35.8,35.2,11.66666667,19.16666667
14027,253464,M. H?jholt,CMCDM,875000,1,2000,182,65,Aalborg BK,Denmark,No,44,56,65,62.66666667,45.8,53.4,64,57.6,62.66666667,57.16666667
14028,253491,M. Ibrahimoglu,CM,875000,1,1000,175,66,Heracles Almelo,Turkey,No,51,59,68,45.33333333,48.8,59,68.8,55.2,45.33333333,54.33333333
14032,253662,K. Okuno,CDMCMRB,850000,1,2000,174,63,Gamba Osaka,Japan,No,52,59,64,60,53.6,56.2,68.2,60,60,53
14036,253797,O. Zapata,CB,275000,1,500,186,82,Aragua F?tbol Club,Colombia,No,36,46,44,60.33333333,42.4,39.6,50.6,55.4,60.33333333,55.33333333
14038,253861,M. Ferreira,LBCB,350000,1,500,179,76,Cerro Largo F?tbol Club,Uruguay,No,45,53,56,56.33333333,52.4,50.2,65.8,58,56.33333333,52.33333333
14042,254085,F. Casanova,GK,475000,1,500,193,78,Centro Atl?tico F?nix,Uruguay,No,,,,10.66666667,13,15.4,32,29.4,10.66666667,16.16666667
14046,254290,S. Theler,RBLBLM,1000000,1,3000,175,75,FC Sion,Switzerland,No,38,53,60,59.33333333,49.2,48.6,66.2,57,59.33333333,51
14047,254309,J. Nilsson,RWBRM,425000,1,750,180,75,Mj?llby AIF,Sweden,No,49,57,59,56,49.4,51,63.2,54.8,56,52.16666667
14051,254685,N. Boushal,RB,850000,1,3000,175,68,Al Fateh,Saudi Arabia,No,33,47,56,60,41.6,46.6,68.6,59.8,60,53
14055,254834,K. Bangunagande,LB,900000,1,1000,174,74,FC Tokyo,Japan,No,36,57,62,57.66666667,46,48.4,68.4,63.8,57.66666667,49.66666667
14056,254876,S. Yoshida,GK,475000,1,600,184,83,Oita Trinita,Japan,No,,,,11,11.2,13.2,40.6,40.4,11,22.5
14057,254964,M. Palomino,CAMCM,950000,1,1000,178,67,Houston Dynamo,United States,No,52,58,69,35,47.2,60.8,67.2,49.6,35,51.66666667
14058,254980,Seol Young Woo,LBLM,850000,1,2000,180,72,Ulsan Hyundai FC,Korea Republic,No,44,55,63,57.66666667,44.2,53.6,67.4,59.2,57.66666667,52.33333333
14059,255063,A. Barboza,CBCDM,450000,1,500,179,79,Centro Atl?tico F?nix,Uruguay,No,35,51,48,61.66666667,44.2,45,52.6,55.2,61.66666667,51.66666667
14062,255114,Tom?s Castro,CAMCM,900000,1,1000,181,74,Belenenses SAD,Portugal,No,58,63,64,38,53.6,64,63.4,52.2,38,56.83333333
14063,255115,J. Rivas,RB,975000,1,700,171,68,Club Universidad Nacional,Mexico,No,32,42,56,63.33333333,42.6,41.2,65.8,43.4,63.33333333,47.66666667
14065,255145,A. Morris,CDMCM,800000,1,750,178,72,Columbus Crew,United States,No,50,53,60,64.33333333,48,55,67.2,61.2,64.33333333,57.5
