,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
14218,260094,Lucas Maia,62,"CB, LB",375000.0,1.0,2000.0,192,85,https://cdn.sofifa.net/players/260/094/22_120.png,Puebla FC,Brazil,No,53.0,49.0,56.0,65.0,46.6,52.0,52.2,61.2,65.0,48.0
14221,260167,Bruno Rodrigues,62,CB,900000.0,1.0,2000.0,192,83,https://cdn.sofifa.net/players/260/167/22_120.png,SC Braga,Portugal,No,33.0,42.0,37.0,65.66666666666667,42.0,35.0,53.6,55.4,65.66666666666667,47.166666666666664
14223,260217,O. Heil,62,"LW, RW, RB",875000.0,1.0,2000.0,168,72,https://cdn.sofifa.net/players/260/217/22_120.png,Go Ahead Eagles,Germany,No,54.0,55.0,67.0,52.333333333333336,50.8,53.2,80.6,49.6,52.333333333333336,48.333333333333336
14224,260244,A. Disaro,62,"ST, CF",600000.0,1.0,1000.0,175,72,https://cdn.sofifa.net/players/260/244/22_120.png,Shimizu S-Pulse,Japan,No,64.0,52.0,62.0,21.0,58.6,56.2,61.0,62.8,21.0,53.666666666666664
14226,260304,Roger,62,"ST, RM, CAM",550000.0,1.0,2000.0,180,74,https://cdn.sofifa.net/players/260/304/22_120.png,AFC UTA Arad,Brazil,No,61.0,60.0,63.0,34.666666666666664,58.6,64.4,62.6,64.0,34.666666666666664,48.666666666666664
14229,260324,T. Shigehiro,62,CM,525000.0,1.0,1000.0,178,70,https://cdn.sofifa.net/players/260/324/22_120.png,Avispa Fukuoka,Japan,No,61.0,63.0,62.0,57.666666666666664,55.2,53.0,62.2,50.4,57.666666666666664,58.0
14230,260326,B. Fall,62,GK,850000.0,1.0,3000.0,198,80,https://cdn.sofifa.net/players/260/326/22_120.png,AS Saint-Étienne,Senegal,No,,,,9.666666666666666,13.0,12.2,33.6,35.6,9.666666666666666,17.0
14232,260352,N. Arai,62,"RB, CB, LB",525000.0,1.0,1000.0,173,73,https://cdn.sofifa.net/players/260/352/22_120.png,Cerezo Osaka,Japan,No,31.0,55.0,58.0,62.0,46.8,51.2,61.0,46.4,62.0,50.0
14233,260355,M. Ikeda,62,"CF, RM, CM",900000.0,1.0,850.0,176,70,https://cdn.sofifa.net/players/260/355/22_120.png,Shonan Bellmare,Japan,No,58.0,60.0,63.0,44.0,58.2,58.8,68.2,62.2,44.0,55.5
14234,260360,K. Toriumi,62,CB,450000.0,1.0,2000.0,182,71,https://cdn.sofifa.net/players/260/360/22_120.png,Cerezo Osaka,Japan,No,23.0,43.0,43.0,62.0,38.8,36.4,57.4,47.8,62.0,48.666666666666664
14236,260392,Choi Jung Won,62,CB,500000.0,1.0,1000.0,186,83,https://cdn.sofifa.net/players/260/392/22_120.png,Suwon Samsung Bluewings,Korea Republic,No,44.0,52.0,57.0,63.0,41.4,45.2,56.8,68.0,63.0,47.833333333333336
14237,260409,A. Özçimen,62,GK,900000.0,1.0,850.0,198,86,https://cdn.sofifa.net/players/260/409/22_120.png,Göztepe SK,Turkey,No,,,,10.0,12.2,13.6,38.0,39.8,10.0,20.0
14238,260432,A. Ito,62,"CDM, CM",600000.0,1.0,2000.0,182,78,https://cdn.sofifa.net/players/260/432/22_120.png,Urawa Red Diamonds,Japan,No,46.0,60.0,55.0,59.0,51.0,54.2,59.4,62.0,59.0,51.0
14240,260485,Jung Sang Bin,62,ST,1000000.0,1.0,850.0,175,72,https://cdn.sofifa.net/players/260/485/22_120.png,Suwon Samsung Bluewings,Korea Republic,No,58.0,56.0,64.0,19.333333333333332,55.6,57.0,76.6,57.8,19.333333333333332,53.666666666666664
14241,260562,L. Besozzi,62,"LW, RW",1000000.0,1.0,1000.0,176,70,https://cdn.sofifa.net/players/260/562/22_120.png,Club Atlético Lanús,Argentina,No,59.0,58.0,63.0,26.333333333333332,55.2,55.2,63.8,51.2,26.333333333333332,46.666666666666664
14242,260574,L. Assignon,62,RB,950000.0,1.0,5000.0,179,67,https://cdn.sofifa.net/players/260/574/22_120.png,Stade Rennais FC,France,No,38.0,52.0,60.0,59.333333333333336,43.6,51.4,71.8,56.8,59.333333333333336,52.5
14244,260591,O. Campos,62,"LM, LB",1000000.0,1.0,1000.0,174,65,https://cdn.sofifa.net/players/260/591/22_120.png,Santos Laguna,Mexico,No,55.0,54.0,65.0,52.666666666666664,54.8,54.6,69.8,51.4,52.666666666666664,53.5
14246,260619,R. Kida,62,LM,625000.0,1.0,1000.0,172,62,https://cdn.sofifa.net/players/260/619/22_120.png,Vegalta Sendai,Japan,No,50.0,58.0,66.0,43.333333333333336,52.4,56.8,70.0,55.2,43.333333333333336,51.0
14250,260828,De Tomás,62,"LM, RM, CAM",950000.0,1.0,3000.0,172,68,https://cdn.sofifa.net/players/260/828/22_120.png,Rayo Vallecano,Spain,No,58.0,59.0,63.0,29.0,55.6,56.2,61.2,55.4,29.0,48.5
14251,260842,L. Engel,62,LM,650000.0,1.0,2000.0,185,74,https://cdn.sofifa.net/players/260/842/22_120.png,Vejle Boldklub,Denmark,No,50.0,55.0,63.0,53.666666666666664,51.0,53.4,64.6,56.4,53.666666666666664,54.666666666666664
14253,260867,P. Starzyński,62,"LM, RM",1000000.0,1.0,500.0,173,67,https://cdn.sofifa.net/players/260/867/22_120.png,Wisła Kraków,Poland,No,50.0,57.0,63.0,30.0,50.0,54.2,74.0,52.4,30.0,47.666666666666664
14254,260876,M. Kjaergaard,62,"CAM, CM",1000000.0,1.0,2000.0,189,70,https://cdn.sofifa.net/players/260/876/22_120.png,FC Red Bull Salzburg,Denmark,No,58.0,59.0,62.0,58.666666666666664,53.4,55.0,65.2,65.0,58.666666666666664,55.333333333333336
14255,260910,S. Shoretire,62,"RM, LM",1200000.0,1.0,2000.0,175,70,https://cdn.sofifa.net/players/260/910/22_120.png,Manchester United,England,No,56.0,56.0,66.0,34.333333333333336,54.6,55.4,74.0,50.2,34.333333333333336,53.666666666666664
14256,260930,K. Sildillia,62,CB,875000.0,1.0,2000.0,186,79,https://cdn.sofifa.net/players/260/930/22_120.png,Sport-Club Freiburg,France,No,25.0,42.0,48.0,63.333333333333336,38.8,40.2,58.0,50.6,63.333333333333336,44.833333333333336
14260,261094,N. Previtali,62,"CDM, CM",525000.0,1.0,500.0,184,81,https://cdn.sofifa.net/players/261/094/22_120.png,Independiente del Valle,Argentina,No,43.0,55.0,56.0,56.666666666666664,45.2,50.6,61.0,58.8,56.666666666666664,54.333333333333336
14262,261173,F. Ferrero,62,GK,500000.0,1.0,2000.0,185,82,https://cdn.sofifa.net/players/261/173/22_120.png,Club Atlético Sarmiento,Argentina,No,,,,10.333333333333334,10.4,14.8,40.6,39.0,10.333333333333334,16.333333333333332
14263,261223,K. Podliński,62,ST,900000.0,1.0,2000.0,194,89,https://cdn.sofifa.net/players/261/223/22_120.png,Zagłębie Lubin,Poland,No,60.0,45.0,56.0,23.666666666666668,50.0,45.2,64.2,69.4,23.666666666666668,49.833333333333336
14266,261442,M. Sosa,62,RW,950000.0,1.0,2000.0,179,77,https://cdn.sofifa.net/players/261/442/22_120.png,Club Atlético Talleres,Argentina,No,60.0,57.0,64.0,25.0,55.6,55.4,65.4,56.2,25.0,45.833333333333336
14270,261533,S. Guerrero,62,"CAM, ST",950000.0,1.0,500.0,175,74,https://cdn.sofifa.net/players/261/533/22_120.png,Montevideo City Torque,Uruguay,No,62.0,54.0,63.0,26.333333333333332,54.8,53.4,70.4,64.2,26.333333333333332,51.833333333333336
14272,261565,J. Bell,62,"CB, LB",575000.0,1.0,1000.0,185,79,https://cdn.sofifa.net/players/261/565/22_120.png,New England Revolution,United States,No,25.0,37.0,46.0,62.666666666666664,36.6,36.8,58.6,54.2,62.666666666666664,42.5
14273,261580,E. Sutherland,62,RM,900000.0,1.0,1000.0,176,70,https://cdn.sofifa.net/players/261/580/22_120.png,Atlético de Madrid,England,No,54.0,58.0,64.0,27.333333333333332,52.0,58.6,68.2,47.6,27.333333333333332,46.833333333333336
14274,261619,B. Palazzo,62,CB,900000.0,1.0,2000.0,184,76,https://cdn.sofifa.net/players/261/619/22_120.png,Gimnasia y Esgrima La Plata,Argentina,No,30.0,43.0,44.0,62.666666666666664,40.8,37.4,55.4,54.4,62.666666666666664,47.0
14275,261621,L. Mbete,62,CB,1000000.0,1.0,700.0,185,78,https://cdn.sofifa.net/players/261/621/22_120.png,Manchester City,England,No,32.0,47.0,57.0,61.0,42.6,47.4,60.2,54.8,61.0,48.833333333333336
14276,261689,Hélder Sá,62,LB,875000.0,1.0,550.0,186,75,https://cdn.sofifa.net/players/261/689/22_120.png,Vitória de Guimarães,Portugal,No,36.0,58.0,63.0,60.0,46.0,55.2,60.2,53.0,60.0,49.5
14278,261764,F. Peraza,62,"ST, CF",400000.0,1.0,500.0,184,78,https://cdn.sofifa.net/players/261/764/22_120.png,Club Atlético Rentistas,Uruguay,No,62.0,47.0,52.0,26.333333333333332,57.8,41.8,57.6,64.6,26.333333333333332,55.0
14279,261768,J. Eseiza,62,LWB,825000.0,1.0,1000.0,185,74,https://cdn.sofifa.net/players/261/768/22_120.png,Club Atlético Banfield,Argentina,No,33.0,49.0,57.0,65.33333333333333,46.0,46.2,60.6,51.0,65.33333333333333,50.166666666666664
14280,262021,O. Stanisic,62,CB,425000.0,1.0,750.0,195,83,https://cdn.sofifa.net/players/262/021/22_120.png,Varbergs BoIS FC,Sweden,No,31.0,41.0,47.0,61.333333333333336,39.8,40.2,54.6,59.2,61.333333333333336,42.666666666666664
14282,262118,T. Livramento,62,"RB, RWB",975000.0,1.0,2000.0,173,65,https://cdn.sofifa.net/players/262/118/22_120.png,Southampton,England,No,46.0,56.0,58.0,56.0,51.4,51.8,70.2,54.6,56.0,55.166666666666664
14283,262148,N. Garayalde,62,"CM, CAM",900000.0,1.0,2000.0,182,76,https://cdn.sofifa.net/players/262/148/22_120.png,Vélez Sarsfield,Argentina,No,53.0,65.0,62.0,43.333333333333336,53.4,59.8,63.8,51.4,43.333333333333336,51.0
14293,262388,I. Saravanja,62,"CB, LB",475000.0,1.0,2000.0,188,72,https://cdn.sofifa.net/players/262/388/22_120.png,SK Austria Klagenfurt,Croatia,No,32.0,51.0,47.0,63.666666666666664,43.8,44.2,54.2,52.2,63.666666666666664,48.666666666666664
14294,262396,J. Idzes,62,CDM,850000.0,1.0,1000.0,190,78,https://cdn.sofifa.net/players/262/396/22_120.png,Go Ahead Eagles,Netherlands,No,46.0,57.0,55.0,59.0,51.8,53.4,56.6,60.2,59.0,54.333333333333336
14299,262529,N. García,62,ST,875000.0,1.0,500.0,185,78,https://cdn.sofifa.net/players/262/529/22_120.png,Club Atlético Peñarol,Uruguay,No,62.0,51.0,61.0,20.333333333333332,57.0,49.4,65.6,61.6,20.333333333333332,51.666666666666664
14302,262639,M. Jovicic,62,CB,450000.0,1.0,2000.0,187,83,https://cdn.sofifa.net/players/262/639/22_120.png,SV Ried,Serbia,No,37.0,41.0,40.0,63.0,39.0,38.4,55.4,61.8,63.0,46.5
14307,262681,M. Kaput,62,"CDM, CM",550000.0,1.0,800.0,185,76,https://cdn.sofifa.net/players/262/681/22_120.png,Radomiak Radom,Poland,No,42.0,57.0,53.0,58.0,46.8,49.2,58.4,57.4,58.0,51.5
14309,262709,M. Bokele,62,CB,825000.0,1.0,3000.0,180,70,https://cdn.sofifa.net/players/262/709/22_120.png,FC Girondins de Bordeaux,France,No,30.0,36.0,42.0,68.33333333333333,38.8,35.2,59.0,51.8,68.33333333333333,46.0
14313,262821,W. Mejía,62,CM,900000.0,1.0,7000.0,183,74,https://cdn.sofifa.net/players/262/821/22_120.png,Club Atlético de San Luis,Mexico,No,52.0,66.0,65.0,53.0,55.8,63.2,63.0,57.8,53.0,51.666666666666664
14319,262907,M. Gajić,62,"CB, RB",375000.0,1.0,2000.0,190,80,https://cdn.sofifa.net/players/262/907/22_120.png,FC U Craiova 1948,Serbia,No,31.0,48.0,42.0,60.333333333333336,44.4,35.4,54.0,60.4,60.333333333333336,48.333333333333336
14320,262918,E. Wild,62,"LB, LM",850000.0,1.0,3000.0,176,66,https://cdn.sofifa.net/players/262/918/22_120.png,LASK Linz,Switzerland,No,51.0,57.0,63.0,59.0,48.4,58.6,72.0,58.8,59.0,53.166666666666664
14323,262942,L. Kreković,62,"LW, RW, ST",900000.0,1.0,2000.0,182,76,https://cdn.sofifa.net/players/262/942/22_120.png,K Beerschot VA,Croatia,No,59.0,61.0,62.0,45.333333333333336,58.2,58.6,66.4,66.4,45.333333333333336,54.666666666666664
14324,262954,Fabio Blanco,62,RM,1200000.0,1.0,600.0,179,71,https://cdn.sofifa.net/players/262/954/22_120.png,Eintracht Frankfurt,Spain,No,56.0,55.0,66.0,29.666666666666668,52.8,58.0,66.8,51.4,29.666666666666668,45.5
14328,263020,S. Güler,62,"CB, RB",450000.0,1.0,3000.0,184,83,https://cdn.sofifa.net/players/263/020/22_120.png,Adana Demirspor,Turkey,No,36.0,47.0,48.0,61.333333333333336,42.0,46.4,56.2,63.2,61.333333333333336,47.666666666666664
14330,263075,J. Sambu Mansoni,62,"RB, RWB, RM",525000.0,1.0,3000.0,185,78,https://cdn.sofifa.net/players/263/075/22_120.png,Seraing,Belgium,No,57.0,53.0,60.0,57.333333333333336,52.6,54.2,65.8,67.8,57.333333333333336,57.0
14335,263156,G. Miceli,62,CDM,750000.0,1.0,2000.0,169,66,https://cdn.sofifa.net/players/263/156/22_120.png,Club Atlético Banfield,Argentina,No,40.0,62.0,64.0,58.0,50.8,58.4,66.2,49.4,58.0,51.333333333333336
14337,263189,Patrick,62,"LW, ST",600000.0,1.0,2000.0,180,70,https://cdn.sofifa.net/players/263/189/22_120.png,FC Flyeralarm Admira,Brazil,No,62.0,65.0,62.0,34.666666666666664,60.0,66.2,66.8,64.4,34.666666666666664,54.166666666666664
14339,263228,L. Lobato,62,"LW, RW",875000.0,1.0,2000.0,174,70,https://cdn.sofifa.net/players/263/228/22_120.png,Vélez Sarsfield,Brazil,No,60.0,52.0,68.0,31.333333333333332,53.4,54.4,69.0,57.2,31.333333333333332,48.666666666666664
14340,263242,P. Banaszak,62,ST,575000.0,1.0,950.0,187,78,https://cdn.sofifa.net/players/263/242/22_120.png,Górnik Łęczna,Poland,No,59.0,50.0,59.0,14.666666666666666,52.0,46.4,71.6,64.6,14.666666666666666,50.666666666666664
14341,263258,A. Trubeha,62,ST,550000.0,1.0,2000.0,186,75,https://cdn.sofifa.net/players/263/258/22_120.png,Jagiellonia Białystok,Poland,No,62.0,42.0,59.0,13.666666666666666,54.2,43.4,56.6,61.8,13.666666666666666,46.333333333333336
14345,263342,Volnei Feltes,62,CB,825000.0,1.0,1000.0,188,80,https://cdn.sofifa.net/players/263/342/22_120.png,Estoril Praia,Brazil,No,32.0,33.0,37.0,64.66666666666667,40.2,33.4,53.0,54.4,64.66666666666667,43.333333333333336
14349,263620,R. Lavia,62,CDM,1200000.0,1.0,700.0,181,75,https://cdn.sofifa.net/players/263/620/22_120.png,Manchester City,Belgium,No,41.0,52.0,59.0,64.66666666666667,46.0,55.0,59.4,52.4,64.66666666666667,51.333333333333336
14350,263645,Jójó,62,RB,575000.0,1.0,950.0,186,80,https://cdn.sofifa.net/players/263/645/22_120.png,Belenenses SAD,Portugal,No,32.0,42.0,58.0,61.0,42.0,45.4,59.2,52.0,61.0,49.0
14351,263646,Bastida,62,"CDM, CM",950000.0,1.0,500.0,170,70,https://cdn.sofifa.net/players/263/646/22_120.png,Cádiz CF,Spain,No,40.0,54.0,54.0,62.333333333333336,41.6,49.0,59.6,53.0,62.333333333333336,52.833333333333336
14352,263661,Pernambuco,62,LW,875000.0,1.0,1000.0,187,73,https://cdn.sofifa.net/players/263/661/22_120.png,FK Bodø/Glimt,Brazil,No,56.0,53.0,66.0,24.333333333333332,52.4,52.8,66.6,54.6,24.333333333333332,46.5
14356,263786,N. Pennington,62,"CM, CDM",800000.0,1.0,900.0,182,74,https://cdn.sofifa.net/players/263/786/22_120.png,Wellington Phoenix,Italy,No,51.0,59.0,59.0,59.0,51.6,56.6,57.6,59.6,59.0,59.166666666666664
14357,263810,Pedro Malheiro,62,"RB, RW",825000.0,1.0,2000.0,179,66,https://cdn.sofifa.net/players/263/810/22_120.png,Boavista FC,Portugal,No,55.0,54.0,65.0,56.0,54.2,53.4,68.4,54.4,56.0,52.666666666666664
14358,263829,Vitinha,62,ST,900000.0,1.0,2000.0,178,74,https://cdn.sofifa.net/players/263/829/22_120.png,SC Braga,Portugal,No,64.0,44.0,57.0,18.666666666666668,52.6,45.6,62.0,62.4,18.666666666666668,52.166666666666664
14362,263903,S. Baghdadi,62,"ST, LM, RM",575000.0,1.0,2000.0,189,80,https://cdn.sofifa.net/players/263/903/22_120.png,Fortuna Sittard,France,No,60.0,55.0,61.0,19.0,57.8,53.0,62.4,60.4,19.0,46.666666666666664
14363,263947,Antony,62,"CAM, RW, CF",950000.0,1.0,900.0,183,73,https://cdn.sofifa.net/players/263/947/22_120.png,FC Arouca,Brazil,No,48.0,60.0,70.0,42.333333333333336,52.8,63.2,66.6,50.0,42.333333333333336,49.166666666666664
14364,263953,S. Edozie,62,LW,1100000.0,1.0,7000.0,167,71,https://cdn.sofifa.net/players/263/953/22_120.png,Manchester City,England,No,55.0,55.0,65.0,29.666666666666668,51.2,55.2,66.6,51.0,29.666666666666668,48.166666666666664
14366,263956,Lucas Esteves,62,"LB, LM",575000.0,1.0,1000.0,170,67,https://cdn.sofifa.net/players/263/956/22_120.png,Colorado Rapids,Brazil,No,42.0,59.0,64.0,60.0,50.6,60.8,66.2,50.6,60.0,51.166666666666664
14368,264090,Jája Silva,62,"LW, RW, ST",575000.0,1.0,2000.0,175,70,https://cdn.sofifa.net/players/264/090/22_120.png,FC Botoşani,Brazil,No,55.0,55.0,68.0,35.0,48.0,58.8,72.4,47.8,35.0,50.5
14369,264092,Alan Godoy,62,"ST, LM",1000000.0,1.0,2000.0,178,70,https://cdn.sofifa.net/players/264/092/22_120.png,Deportivo Alavés,Spain,No,60.0,48.0,66.0,28.0,52.6,50.2,70.6,56.4,28.0,50.833333333333336
14370,264102,Álvaro Bravo,62,"CM, CAM",875000.0,1.0,4000.0,182,67,https://cdn.sofifa.net/players/264/102/22_120.png,Granada CF,Spain,No,54.0,62.0,65.0,51.0,54.8,59.6,66.0,57.8,51.0,55.333333333333336
14371,264116,Alejandro Iturbe,62,GK,875000.0,1.0,500.0,184,70,https://cdn.sofifa.net/players/264/116/22_120.png,Atlético de Madrid,Spain,No,,,,10.666666666666666,15.4,18.0,49.0,37.8,10.666666666666666,22.333333333333332
14374,264161,Pablo Valencia,62,GK,750000.0,1.0,2000.0,188,74,https://cdn.sofifa.net/players/264/161/22_120.png,CA Osasuna,Spain,No,,,,11.333333333333334,11.6,14.0,30.8,33.6,11.333333333333334,20.666666666666668
14376,264220,Y. Baas,62,LB,875000.0,1.0,750.0,182,73,https://cdn.sofifa.net/players/264/220/22_120.png,Ajax,Netherlands,No,34.0,54.0,60.0,60.333333333333336,48.4,51.0,61.6,47.8,60.333333333333336,50.0
14379,264248,D. van der Kust,62,LB,825000.0,1.0,2000.0,178,70,https://cdn.sofifa.net/players/264/248/22_120.png,FC Utrecht,Netherlands,No,36.0,48.0,60.0,58.333333333333336,43.4,46.2,73.0,49.4,58.333333333333336,51.166666666666664
14382,264288,Alexandre Penetra,62,CB,875000.0,1.0,900.0,186,79,https://cdn.sofifa.net/players/264/288/22_120.png,Futebol Clube de Famalicão,Portugal,No,29.0,45.0,40.0,66.0,37.6,38.4,53.0,52.0,66.0,45.666666666666664
14383,264380,M. Sponsel,62,RB,900000.0,1.0,2000.0,189,81,https://cdn.sofifa.net/players/264/380/22_120.png,1. FC Köln,Germany,No,43.0,56.0,57.0,60.333333333333336,52.0,51.8,58.6,57.4,60.333333333333336,51.833333333333336
14384,264392,K. Zedadka,62,"LM, CM, LB",900000.0,1.0,2000.0,182,67,https://cdn.sofifa.net/players/264/392/22_120.png,Royal Charleroi S.C.,France,No,53.0,58.0,63.0,49.333333333333336,52.8,56.6,68.4,57.4,49.333333333333336,52.666666666666664
14386,264459,Rodrigo Valente,62,"CAM, CM, RM",875000.0,1.0,1000.0,173,65,https://cdn.sofifa.net/players/264/459/22_120.png,Estoril Praia,Portugal,No,60.0,57.0,67.0,40.0,54.4,60.4,68.8,54.4,40.0,52.5
14388,264481,A. Taiwo,62,ST,900000.0,1.0,3000.0,185,80,https://cdn.sofifa.net/players/264/481/22_120.png,SønderjyskE,Nigeria,No,60.0,45.0,61.0,19.666666666666668,53.6,45.8,65.4,62.2,19.666666666666668,49.0
14395,134765,D. Djurić,61,"CM, LM",100000.0,1.0,700.0,181,76,https://cdn.sofifa.net/players/134/765/22_120.png,Halmstads BK,Sweden,No,58.0,64.0,61.0,46.0,59.0,62.2,58.4,61.4,46.0,58.0
14407,186147,G. Woods,61,GK,220000.0,1.0,1000.0,185,78,https://cdn.sofifa.net/players/186/147/22_120.png,Aberdeen,England,No,,,,12.666666666666666,15.4,18.6,57.2,46.0,12.666666666666666,26.666666666666668
14412,191679,Kwak Kwang Sun,61,"CB, ST",90000.0,1.0,700.0,186,76,https://cdn.sofifa.net/players/191/679/22_120.png,GwangJu FC,Korea Republic,No,54.0,54.0,55.0,58.666666666666664,52.6,49.8,50.8,63.4,58.666666666666664,61.166666666666664
14413,191803,T. Hasegawa,61,GK,160000.0,1.0,700.0,187,70,https://cdn.sofifa.net/players/191/803/22_120.png,Tokushima Vortis,Japan,No,,,,11.333333333333334,13.6,18.2,42.8,32.8,11.333333333333334,26.5
14414,191924,Lee Bum Young,61,GK,160000.0,1.0,2000.0,197,93,https://cdn.sofifa.net/players/191/924/22_120.png,Jeonbuk Hyundai Motors,Korea Republic,No,,,,16.0,16.4,16.8,43.4,42.0,16.0,29.666666666666668
14415,192361,P. Wojciechowski,61,ST,275000.0,1.0,1000.0,181,67,https://cdn.sofifa.net/players/192/361/22_120.png,Górnik Łęczna,Poland,No,60.0,55.0,61.0,28.0,57.6,58.6,67.8,62.2,28.0,52.5
14418,192961,Ł. Budziłek,61,GK,220000.0,1.0,1000.0,186,80,https://cdn.sofifa.net/players/192/961/22_120.png,Bruk-Bet Termalica Nieciecza,Poland,No,,,,17.333333333333332,17.2,18.6,45.0,39.2,17.333333333333332,26.5
14421,193906,M. Bodzioch,61,CB,220000.0,1.0,850.0,190,82,https://cdn.sofifa.net/players/193/906/22_120.png,Radomiak Radom,Poland,No,42.0,49.0,48.0,58.666666666666664,46.6,38.8,56.2,57.6,58.666666666666664,49.333333333333336
14422,194076,Airam Cabrera,61,ST,210000.0,1.0,500.0,180,78,https://cdn.sofifa.net/players/194/076/22_120.png,FC Goa,Spain,No,61.0,55.0,60.0,20.0,57.6,56.0,59.6,66.6,20.0,57.166666666666664
14429,202244,B. Meredith,61,GK,170000.0,1.0,1000.0,188,94,https://cdn.sofifa.net/players/202/244/22_120.png,Nashville SC,United States,No,,,,14.0,19.8,19.6,46.4,47.6,14.0,24.333333333333332
14430,202583,E. Newton,61,GK,110000.0,1.0,1000.0,188,86,https://cdn.sofifa.net/players/202/583/22_120.png,Vancouver Whitecaps FC,United States,No,,,,14.666666666666666,15.0,23.2,46.0,42.2,14.666666666666666,22.333333333333332
14433,202925,C. Kouakou,61,"ST, CF",400000.0,1.0,1000.0,180,75,https://cdn.sofifa.net/players/202/925/22_120.png,IK Sirius,Sweden,No,60.0,43.0,60.0,18.666666666666668,51.4,47.8,69.2,61.6,18.666666666666668,42.166666666666664
14434,203189,V. Ljung,61,LB,275000.0,1.0,850.0,185,80,https://cdn.sofifa.net/players/203/189/22_120.png,Halmstads BK,Sweden,No,36.0,54.0,58.0,55.666666666666664,46.4,51.8,62.4,55.8,55.666666666666664,47.166666666666664
14436,203512,B. Cevahir,61,LB,300000.0,1.0,2000.0,180,75,https://cdn.sofifa.net/players/203/512/22_120.png,Atakaş Hatayspor,Turkey,No,47.0,57.0,55.0,64.0,51.0,54.6,58.6,57.4,64.0,44.833333333333336
14438,204348,J. Allansson,61,CM,325000.0,1.0,950.0,175,69,https://cdn.sofifa.net/players/204/348/22_120.png,Halmstads BK,Sweden,No,47.0,62.0,65.0,54.333333333333336,47.4,65.8,61.0,59.8,54.333333333333336,53.166666666666664
14442,205704,F. Modelski,61,"RWB, RB, CB",300000.0,1.0,2000.0,181,73,https://cdn.sofifa.net/players/205/704/22_120.png,Bruk-Bet Termalica Nieciecza,Poland,No,32.0,52.0,54.0,57.0,45.4,46.8,69.0,51.4,57.0,52.166666666666664
14443,206073,A. Obileye,61,CB,350000.0,1.0,1000.0,191,84,https://cdn.sofifa.net/players/206/073/22_120.png,Livingston FC,England,No,49.0,52.0,53.0,58.666666666666664,48.8,50.8,55.4,64.4,58.666666666666664,55.166666666666664
14452,208929,S. Sharahili,61,"CDM, CM, RM",230000.0,1.0,3000.0,175,68,https://cdn.sofifa.net/players/208/929/22_120.png,Al Faisaly,Saudi Arabia,No,46.0,58.0,62.0,58.333333333333336,50.0,53.6,63.2,55.6,58.333333333333336,58.166666666666664
14453,208953,M. Al Qarni,61,"CDM, CM",230000.0,1.0,3000.0,180,66,https://cdn.sofifa.net/players/208/953/22_120.png,Al Batin,Saudi Arabia,No,50.0,53.0,57.0,58.666666666666664,47.8,50.0,61.0,62.8,58.666666666666664,56.0
14458,210149,M. Majrashi,61,"ST, LW",325000.0,1.0,7000.0,182,72,https://cdn.sofifa.net/players/210/149/22_120.png,Al Ahli,Saudi Arabia,No,58.0,47.0,61.0,23.0,58.0,46.0,59.2,70.6,23.0,44.166666666666664
